worker_sex,request_sex,age_in_range,worker_region,request_region,worker_position,request_job,worker_time,request_time,experience_match,region_match,job_match,sex_match,time_match,score
여자,남자,0,서대문구,중구,고깃집,샘플 배포,종일,오후,1,0,0,0,0,20.0
여자,여자,1,서대문구,강남구,사무보조,도서관 사서 보조,종일,오후,1,0,0,1,0,40.0
남자,여자,1,관악구,서대문구,고깃집,콜센터,오전,오후,0,0,0,0,0,10.0
남자,여자,0,영등포구,동대문구,발렛파킹,제과점 알바,오전,종일,1,0,0,0,0,20.0
남자,남자,1,서대문구,마포구,주방보조,주방보조,오후,오전,0,0,1,1,0,40.0
여자,남자,0,강서구,성북구,논문 교정,논문 교정,종일,오후,0,0,1,0,0,20.0
남자,남자,1,마포구,양천구,서빙,서빙,종일,종일,0,0,1,1,1,60.0
여자,남자,0,도봉구,서초구,SNS 관리,서점 직원,오후,오후,1,0,0,0,1,40.0
남자,여자,0,마포구,성북구,방문판매,방문판매,종일,오후,1,0,1,0,0,40.0
여자,여자,1,중구,강북구,병원 안내,병원 안내,오후,오후,1,0,1,1,1,80.0
여자,남자,1,강동구,구로구,SNS 관리,SNS 관리,오전,오후,0,0,1,0,0,30.0
남자,여자,0,종로구,은평구,헬스장 데스크,전단지 배포,오전,오전,0,0,0,0,1,20.0
남자,여자,0,노원구,영등포구,전시회 도우미,네일샵 보조,오후,오전,1,0,0,0,0,20.0
여자,여자,0,강동구,강북구,건설 현장 보조,건설 현장 보조,오후,오전,1,0,1,1,0,50.0
여자,여자,0,구로구,은평구,번역 알바,번역 알바,오후,오후,1,0,1,1,1,70.0
여자,여자,0,강서구,영등포구,이벤트 스태프,네일샵 보조,오전,종일,0,0,0,1,0,10.0
남자,여자,0,중구,은평구,학원 보조교사,학원 보조교사,오후,종일,0,0,1,0,0,20.0
여자,여자,0,노원구,성북구,건설 현장 보조,편의점 알바,종일,오전,0,0,0,1,0,10.0
남자,남자,1,광진구,종로구,학교 급식 보조,보안요원,오전,오전,1,0,0,1,1,60.0
남자,여자,1,성북구,성동구,고객 응대,전시회 도우미,오후,오후,0,0,0,0,1,30.0
여자,여자,1,강남구,양천구,영상 편집 보조,영상 편집 보조,오후,오전,0,0,1,1,0,40.0
여자,여자,0,노원구,금천구,택배 분류,외국어 과외,종일,오후,1,0,0,1,0,30.0
남자,여자,1,성동구,용산구,온라인 쇼핑몰 운영 보조,온라인 쇼핑몰 운영 보조,오후,오후,0,0,1,0,1,50.0
남자,여자,1,노원구,영등포구,인테리어 보조,과외,종일,오후,1,0,0,0,0,30.0
여자,여자,0,마포구,중랑구,청소 알바,식품 포장,종일,종일,1,0,0,1,1,50.0
여자,남자,0,성동구,동작구,치킨집,편의점 알바,오전,오전,1,0,0,0,1,40.0
여자,여자,1,영등포구,강남구,창고 정리,피팅모델,오전,오전,0,0,0,1,1,40.0
여자,남자,0,강동구,서초구,보안요원,보안요원,오전,오전,1,0,1,0,1,60.0
남자,여자,1,구로구,마포구,웹디자인 보조,피자집,오후,오후,1,0,0,0,1,50.0
여자,여자,0,영등포구,용산구,전시회 도우미,전시회 도우미,종일,오후,1,0,1,1,0,50.0
여자,남자,1,서초구,강서구,여행사 보조,간병 도우미,종일,오전,1,0,0,0,0,30.0
여자,여자,0,강북구,구로구,경비원,경비원,오후,오후,0,0,1,1,1,50.0
여자,여자,0,중랑구,관악구,방문판매,프로그래밍 보조,종일,오전,0,0,0,1,0,10.0
남자,여자,0,종로구,금천구,배달,헬스장 데스크,오전,오후,1,0,0,0,0,20.0
남자,여자,0,성동구,강북구,제과점 알바,전자부품 조립,오전,오전,0,0,0,0,1,20.0
남자,여자,0,광진구,강동구,경비원,고깃집,오전,오전,1,0,0,0,1,40.0
여자,남자,0,서초구,송파구,웹디자인 보조,웹디자인 보조,종일,오전,0,0,1,0,0,20.0
남자,남자,1,강북구,강서구,술집,술집,오전,오전,1,0,1,1,1,80.0
남자,여자,0,서초구,중랑구,세차장 직원,세차장 직원,오후,오후,1,0,1,0,1,60.0
여자,여자,1,동대문구,성북구,원어민 회화 도우미,원어민 회화 도우미,오전,종일,0,0,1,1,0,40.0
남자,남자,0,종로구,동작구,게스트하우스 관리,전화 영업,종일,종일,1,0,0,1,1,50.0
남자,남자,0,영등포구,노원구,상품 포장,키즈카페 스태프,오후,오후,1,0,0,1,1,50.0
남자,남자,1,노원구,성북구,사무보조,이벤트 스태프,오후,오후,0,0,0,1,1,40.0
남자,여자,0,중랑구,노원구,볼링장 알바,볼링장 알바,오후,종일,0,0,1,0,0,20.0
여자,남자,0,양천구,서초구,문구점 직원,보안요원,오전,종일,0,0,0,0,0,0.0
여자,여자,0,중랑구,금천구,고객 응대,마트 계산원,종일,오전,1,0,0,1,0,30.0
남자,남자,1,강서구,서초구,온라인 쇼핑몰 운영 보조,물류센터,오후,오후,1,0,0,1,1,60.0
여자,남자,1,서초구,강남구,보안요원,보안요원,오후,오후,1,0,1,0,1,70.0
여자,남자,1,노원구,노원구,독서실/스터디카페 관리,뷔페,오후,오후,1,1,0,0,1,70.0
여자,여자,0,강서구,동작구,도서 정리,도서 정리,종일,오전,0,0,1,1,0,30.0
여자,여자,0,강동구,은평구,건설 현장 보조,전화 영업,오전,오전,0,0,0,1,1,30.0
남자,여자,0,광진구,양천구,배달,미용실 보조,오전,종일,1,0,0,0,0,20.0
남자,여자,0,강남구,강북구,콜센터,세차장 직원,종일,오전,0,0,0,0,0,0.0
남자,남자,0,도봉구,은평구,학교 급식 보조,학교 급식 보조,오후,오전,0,0,1,1,0,30.0
남자,여자,1,구로구,중구,온라인 쇼핑몰 운영 보조,주방보조,오전,오후,1,0,0,0,0,30.0
남자,남자,0,관악구,강동구,횟집,결혼식 도우미,오후,오전,1,0,0,1,0,30.0
남자,남자,1,성북구,강북구,프로그래밍 보조,프로그래밍 보조,오후,오전,1,0,1,1,0,60.0
남자,남자,1,은평구,강서구,외국어 과외,외국어 과외,오후,오전,1,0,1,1,0,60.0
여자,여자,0,강북구,송파구,인테리어 보조,문구점 직원,종일,오후,0,0,0,1,0,10.0
남자,여자,0,동작구,동작구,샘플 배포,샘플 배포,오전,오후,0,1,1,0,0,40.0
여자,남자,0,광진구,금천구,번역 알바,PC방 알바,종일,종일,1,0,0,0,1,40.0
남자,여자,1,영등포구,노원구,결혼식 도우미,매장 진열,오전,종일,1,0,0,0,0,30.0
남자,남자,0,양천구,영등포구,전시회 도우미,키즈카페 스태프,오후,오후,1,0,0,1,1,50.0
여자,남자,1,금천구,관악구,마트 계산원,간병 도우미,오후,오후,1,0,0,0,1,50.0
남자,남자,0,관악구,도봉구,번역 알바,도서관 사서 보조,오전,오전,0,0,0,1,1,30.0
남자,남자,0,성북구,성북구,주차 요원,행사 도우미,오후,오후,1,1,0,1,1,70.0
남자,남자,0,강동구,강동구,미용실 보조,과외,오전,종일,1,1,0,1,0,50.0
여자,여자,0,용산구,서대문구,횟집,볼링장 알바,오후,오전,0,0,0,1,0,10.0
남자,여자,0,동작구,동대문구,뷔페,결혼식 도우미,오후,오후,0,0,0,0,1,20.0
여자,남자,0,강북구,영등포구,문구점 직원,피자집,오전,종일,1,0,0,0,0,20.0
여자,남자,0,관악구,구로구,여행사 보조,술집,오전,오후,1,0,0,0,0,20.0
여자,여자,1,동대문구,성동구,아이스크림 가게,물류센터,종일,오전,1,0,0,1,0,40.0
남자,남자,1,광진구,동작구,통역 알바,통역 알바,오후,오전,1,0,1,1,0,60.0
여자,여자,1,구로구,서대문구,공항 안내,공항 안내,오전,종일,1,0,1,1,0,60.0
여자,남자,0,양천구,성북구,세차장 직원,세차장 직원,종일,오전,1,0,1,0,0,40.0
여자,남자,1,서대문구,영등포구,상품 포장,상품 포장,오전,종일,1,0,1,0,0,50.0
여자,남자,0,마포구,영등포구,학습지 교사,학습지 교사,종일,오전,1,0,1,0,0,40.0
남자,여자,1,송파구,광진구,갤러리 안내원,수영장 안전요원,오전,오후,1,0,0,0,0,30.0
여자,남자,0,서대문구,성동구,마트 계산원,전화 영업,오전,오후,1,0,0,0,0,20.0
남자,남자,0,금천구,종로구,방문판매,상품 포장,오후,오전,0,0,0,1,0,10.0
여자,여자,0,강동구,강남구,키즈카페 스태프,키즈카페 스태프,오전,오후,1,0,1,1,0,50.0
여자,여자,1,용산구,종로구,물류센터,논문 교정,오후,오전,0,0,0,1,0,20.0
남자,남자,0,동대문구,중랑구,사진 촬영 보조,분식점 알바,오전,오전,1,0,0,1,1,50.0
남자,여자,0,중랑구,구로구,피팅모델,택배 분류,종일,오후,0,0,0,0,0,0.0
남자,여자,0,강남구,종로구,영화관 스태프,영화관 스태프,종일,종일,1,0,1,0,1,60.0
여자,여자,0,중랑구,관악구,서빙,어린이집 보조교사,오후,오전,0,0,0,1,0,10.0
여자,남자,1,중구,도봉구,SNS 관리,SNS 관리,오전,종일,1,0,1,0,0,50.0
남자,여자,0,마포구,용산구,영화관 스태프,배달,종일,종일,1,0,0,0,1,40.0
남자,남자,0,서대문구,중랑구,전자부품 조립,전자부품 조립,종일,오전,1,0,1,1,0,50.0
여자,여자,0,관악구,서대문구,피팅모델,사무보조,종일,오전,0,0,0,1,0,10.0
여자,여자,0,구로구,양천구,독서실/스터디카페 관리,과외,종일,오전,0,0,0,1,0,10.0
남자,남자,1,양천구,강동구,건설 현장 보조,보안요원,종일,오전,1,0,0,1,0,40.0
여자,남자,1,영등포구,중구,전화 영업,웹디자인 보조,오전,오전,0,0,0,0,1,30.0
여자,여자,0,강서구,동대문구,과외,창고 정리,오전,종일,1,0,0,1,0,30.0
남자,여자,0,은평구,노원구,간병 도우미,사진 촬영 보조,종일,오전,0,0,0,0,0,0.0
남자,남자,1,중구,동작구,사진 촬영 보조,리서치 조사원,종일,오전,0,0,0,1,0,20.0
남자,남자,1,송파구,종로구,사진 촬영 보조,사진 촬영 보조,오후,오전,0,0,1,1,0,40.0
여자,남자,0,송파구,강서구,공항 안내,공항 안내,종일,오전,0,0,1,0,0,20.0
여자,남자,0,성동구,서초구,약국 보조,간병 도우미,종일,오후,0,0,0,0,0,0.0
남자,여자,0,동작구,성북구,편의점 알바,편의점 알바,오후,오전,0,0,1,0,0,20.0
여자,여자,1,성동구,은평구,네일샵 보조,매장 진열,오후,오후,1,0,0,1,1,60.0
남자,남자,0,영등포구,강동구,건설 현장 보조,건설 현장 보조,종일,오후,1,0,1,1,0,50.0
남자,여자,1,성동구,서대문구,발렛파킹,발렛파킹,오후,오후,0,0,1,0,1,50.0
남자,남자,1,서대문구,용산구,웨딩샵 피팅 보조,간병 도우미,종일,오전,0,0,0,1,0,20.0
남자,남자,0,서대문구,영등포구,출판 보조,주방보조,오전,오전,1,0,0,1,1,50.0
여자,남자,0,광진구,은평구,영화관 스태프,영화관 스태프,종일,오전,1,0,1,0,0,40.0
남자,여자,1,노원구,마포구,마트 계산원,놀이공원 스태프,종일,오전,0,0,0,0,0,10.0
남자,여자,1,성북구,중랑구,미용실 보조,인테리어 보조,종일,오후,1,0,0,0,0,30.0
여자,여자,0,강동구,영등포구,리서치 조사원,리서치 조사원,종일,종일,1,0,1,1,1,70.0
남자,여자,1,도봉구,관악구,영상 편집 보조,인테리어 보조,오후,오전,0,0,0,0,0,10.0
남자,여자,1,강남구,성동구,식품 포장,식품 포장,종일,종일,0,0,1,0,1,50.0
남자,남자,0,광진구,마포구,IT 개발 보조,미스터리 쇼퍼,종일,오후,0,0,0,1,0,10.0
여자,남자,1,강북구,동작구,학습지 교사,병원 접수,오전,종일,1,0,0,0,0,30.0
여자,남자,0,동작구,구로구,결혼식 도우미,결혼식 도우미,종일,오전,1,0,1,0,0,40.0
남자,여자,0,마포구,영등포구,도서 정리,도서 정리,종일,오전,1,0,1,0,0,40.0
남자,남자,0,노원구,양천구,과외,과외,종일,종일,1,0,1,1,1,70.0
남자,여자,0,마포구,성북구,수영장 안전요원,수영장 안전요원,오전,종일,0,0,1,0,0,20.0
여자,남자,0,금천구,관악구,약국 보조,전화 영업,오전,오전,0,0,0,0,1,20.0
남자,남자,0,송파구,광진구,배달,서빙,오후,종일,1,0,0,1,0,30.0
남자,남자,0,중구,중랑구,이벤트 스태프,서베이 조사,오후,오전,0,0,0,1,0,10.0
여자,여자,1,용산구,마포구,웹디자인 보조,웹디자인 보조,종일,오후,0,0,1,1,0,40.0
남자,남자,0,송파구,강남구,도서 정리,독서실/스터디카페 관리,종일,오후,1,0,0,1,0,30.0
여자,여자,0,강동구,용산구,보안요원,건설 현장 보조,종일,오후,1,0,0,1,0,30.0
여자,남자,0,동대문구,성북구,전단지 배포,피팅모델,오전,오후,1,0,0,0,0,20.0
여자,남자,0,중구,광진구,리서치 조사원,미용실 보조,종일,오전,1,0,0,0,0,20.0
남자,남자,0,성북구,광진구,게스트하우스 관리,영화관 스태프,종일,오후,0,0,0,1,0,10.0
여자,남자,0,도봉구,성북구,수영장 안전요원,제과점 알바,종일,종일,0,0,0,0,1,20.0
남자,남자,0,강북구,양천구,주차관리,공장 단순노무,종일,오후,1,0,0,1,0,30.0
여자,여자,0,용산구,강북구,사진 촬영 보조,인테리어 보조,오후,종일,0,0,0,1,0,10.0
남자,남자,1,강동구,영등포구,미용실 보조,미용실 보조,종일,오전,1,0,1,1,0,60.0
여자,남자,0,은평구,동대문구,물류센터,병원 안내,종일,오후,1,0,0,0,0,20.0
여자,남자,0,송파구,서대문구,도서 정리,창고 정리,오전,오전,0,0,0,0,1,20.0
여자,여자,1,노원구,동작구,헬스장 데스크,헬스장 데스크,종일,오후,0,0,1,1,0,40.0
여자,여자,0,도봉구,은평구,번역 알바,피자집,오전,오후,0,0,0,1,0,10.0
남자,남자,1,관악구,금천구,인테리어 보조,인테리어 보조,종일,오전,1,0,1,1,0,60.0
남자,여자,1,강북구,금천구,행사 도우미,게스트하우스 관리,종일,오후,0,0,0,0,0,10.0
여자,여자,1,동작구,송파구,서베이 조사,전화 영업,종일,오후,1,0,0,1,0,40.0
여자,여자,1,영등포구,마포구,매장 진열,매장 진열,종일,오후,1,0,1,1,0,60.0
남자,여자,0,종로구,강북구,서점 직원,볼링장 알바,오전,종일,0,0,0,0,0,0.0
여자,여자,1,구로구,강서구,학원 보조교사,유튜브 편집,오전,오전,0,0,0,1,1,40.0
여자,남자,0,동대문구,양천구,프로그래밍 보조,도서관 사서 보조,오후,오후,1,0,0,0,1,40.0
남자,남자,0,성북구,강동구,호텔 리셉션,고깃집,오후,종일,1,0,0,1,0,30.0
여자,남자,0,광진구,송파구,수영장 안전요원,네일샵 보조,오전,오전,1,0,0,0,1,40.0
남자,여자,1,노원구,광진구,웨딩샵 피팅 보조,횟집,오후,오후,1,0,0,0,1,50.0
여자,남자,0,구로구,강남구,매장 진열,인테리어 보조,오후,오후,1,0,0,0,1,40.0
여자,여자,0,양천구,중랑구,방문판매,방문판매,오전,오후,1,0,1,1,0,50.0
여자,여자,1,양천구,중구,상품 포장,호텔 리셉션,오후,종일,1,0,0,1,0,40.0
여자,여자,0,영등포구,중랑구,병원 안내,병원 안내,오전,종일,0,0,1,1,0,30.0
여자,남자,0,노원구,구로구,전화 영업,공항 안내,오전,오전,1,0,0,0,1,40.0
남자,남자,1,도봉구,관악구,공장 단순노무,간병 도우미,오전,종일,1,0,0,1,0,40.0
남자,여자,0,용산구,강남구,과외,피자집,종일,종일,1,0,0,0,1,40.0
남자,여자,1,중구,성북구,원어민 회화 도우미,서빙,종일,종일,1,0,0,0,1,50.0
여자,남자,0,서대문구,동작구,주유소 직원,PC방 알바,종일,종일,1,0,0,0,1,40.0
여자,여자,0,중구,종로구,배달,주차관리,오후,종일,1,0,0,1,0,30.0
남자,남자,0,중구,강북구,사진 촬영 보조,사진 촬영 보조,오후,오전,1,0,1,1,0,50.0
여자,남자,0,중구,중랑구,피팅모델,피팅모델,종일,오전,0,0,1,0,0,20.0
여자,여자,0,광진구,성동구,전시회 도우미,어린이집 보조교사,종일,오후,0,0,0,1,0,10.0
여자,남자,0,중구,서대문구,유튜브 편집,치킨집,오전,종일,0,0,0,0,0,0.0
여자,남자,0,노원구,영등포구,결혼식 도우미,택배 분류,오후,오전,0,0,0,0,0,0.0
남자,남자,0,영등포구,강서구,발렛파킹,발렛파킹,종일,오전,1,0,1,1,0,50.0
남자,여자,0,도봉구,강서구,논문 교정,분식점 알바,오후,종일,1,0,0,0,0,20.0
여자,남자,0,중구,마포구,행사 도우미,피팅모델,오전,오후,1,0,0,0,0,20.0
남자,남자,0,강서구,도봉구,도서관 사서 보조,학습지 교사,오후,오전,0,0,0,1,0,10.0
남자,남자,0,송파구,도봉구,SNS 관리,서점 직원,오전,오전,1,0,0,1,1,50.0
남자,남자,0,은평구,강동구,학원 보조교사,학원 보조교사,종일,종일,1,0,1,1,1,70.0
남자,여자,1,서대문구,도봉구,콜센터,발렛파킹,오전,오후,1,0,0,0,0,30.0
여자,여자,0,강남구,중구,고깃집,고깃집,오전,오후,0,0,1,1,0,30.0
여자,남자,0,관악구,양천구,IT 개발 보조,IT 개발 보조,종일,오후,1,0,1,0,0,40.0
여자,여자,0,양천구,서초구,웨딩샵 피팅 보조,발렛파킹,오전,오후,0,0,0,1,0,10.0
여자,남자,1,성북구,도봉구,IT 개발 보조,술집,종일,오후,0,0,0,0,0,10.0
남자,남자,1,동작구,관악구,세차장 직원,사진 촬영 보조,종일,오전,1,0,0,1,0,40.0
남자,여자,0,금천구,금천구,유튜브 편집,패스트푸드점,오후,오전,1,1,0,0,0,40.0
여자,남자,0,마포구,도봉구,사무실 청소,독서실/스터디카페 관리,종일,오전,0,0,0,0,0,0.0
남자,여자,0,노원구,강남구,전시회 도우미,리서치 조사원,오전,오후,1,0,0,0,0,20.0
남자,여자,1,강남구,중구,건설 현장 보조,횟집,오전,종일,0,0,0,0,0,10.0
남자,남자,0,서초구,종로구,사무보조,전자부품 조립,종일,오후,1,0,0,1,0,30.0
여자,남자,0,구로구,마포구,게스트하우스 관리,서점 직원,종일,종일,0,0,0,0,1,20.0
남자,여자,0,노원구,강남구,주방보조,주방보조,오후,오후,0,0,1,0,1,40.0
남자,남자,1,양천구,송파구,웹디자인 보조,학교 급식 보조,종일,종일,1,0,0,1,1,60.0
여자,남자,0,금천구,동작구,약국 보조,약국 보조,종일,종일,0,0,1,0,1,40.0
남자,여자,0,종로구,관악구,인테리어 보조,인테리어 보조,오전,종일,0,0,1,0,0,20.0
남자,여자,0,중구,강북구,외국어 과외,학원 보조교사,오전,오후,0,0,0,0,0,0.0
여자,여자,0,노원구,광진구,택배 분류,택배 분류,오후,오전,1,0,1,1,0,50.0
남자,여자,0,관악구,용산구,학원 보조교사,리서치 조사원,오전,종일,0,0,0,0,0,0.0
여자,남자,0,송파구,성북구,호프집,서베이 조사,종일,종일,1,0,0,0,1,40.0
여자,여자,0,동작구,노원구,매장 진열,행사 도우미,종일,오후,1,0,0,1,0,30.0
여자,남자,1,강북구,관악구,헬스장 데스크,온라인 쇼핑몰 운영 보조,오전,오전,1,0,0,0,1,50.0
남자,남자,1,중구,종로구,사진 촬영 보조,사진 촬영 보조,오후,오후,0,0,1,1,1,60.0
남자,남자,0,도봉구,양천구,택배 분류,택배 분류,오전,오전,1,0,1,1,1,70.0
남자,남자,0,중랑구,서대문구,간병 도우미,게스트하우스 관리,종일,오전,0,0,0,1,0,10.0
남자,여자,0,도봉구,양천구,공장 단순노무,공장 단순노무,종일,종일,0,0,1,0,1,40.0
남자,남자,0,강서구,금천구,전시회 도우미,청소 알바,오전,종일,0,0,0,1,0,10.0
여자,여자,1,강남구,종로구,인테리어 보조,인테리어 보조,오전,오전,1,0,1,1,1,80.0
여자,남자,0,강북구,용산구,술집,술집,종일,종일,0,0,1,0,1,40.0
남자,남자,0,강동구,서대문구,SNS 관리,학습지 교사,종일,오전,1,0,0,1,0,30.0
여자,남자,1,종로구,구로구,결혼식 도우미,웹디자인 보조,오전,오후,1,0,0,0,0,30.0
남자,여자,0,성북구,영등포구,병원 안내,패스트푸드점,오전,종일,1,0,0,0,0,20.0
남자,남자,0,동작구,마포구,행사 도우미,횟집,종일,종일,0,0,0,1,1,30.0
여자,여자,1,중구,양천구,PC방 알바,PC방 알바,오전,종일,0,0,1,1,0,40.0
남자,남자,1,용산구,은평구,통역 알바,통역 알바,오전,오후,1,0,1,1,0,60.0
여자,남자,0,도봉구,동대문구,웹디자인 보조,피팅모델,종일,오후,1,0,0,0,0,20.0
여자,남자,0,금천구,구로구,편의점 알바,과외,종일,오전,1,0,0,0,0,20.0
남자,여자,1,양천구,관악구,SNS 관리,SNS 관리,종일,종일,0,0,1,0,1,50.0
남자,남자,1,금천구,마포구,미스터리 쇼퍼,제과점 알바,종일,오전,0,0,0,1,0,20.0
여자,남자,1,성북구,동대문구,네일샵 보조,이벤트 스태프,종일,오후,0,0,0,0,0,10.0
남자,남자,0,종로구,강남구,유튜브 편집,제과점 알바,종일,종일,0,0,0,1,1,30.0
여자,남자,1,중랑구,중구,전자부품 조립,보안요원,오전,오전,0,0,0,0,1,30.0
남자,남자,0,도봉구,은평구,고깃집,술집,오후,오전,0,0,0,1,0,10.0
여자,남자,0,마포구,서초구,행사 도우미,매장 진열,오후,오후,1,0,0,0,1,40.0
여자,남자,0,강서구,도봉구,번역 알바,갤러리 안내원,종일,종일,0,0,0,0,1,20.0
여자,여자,0,동작구,중랑구,웹디자인 보조,웹디자인 보조,오후,오후,0,0,1,1,1,50.0
남자,남자,1,강서구,중구,청소 알바,샘플 배포,오후,오전,1,0,0,1,0,40.0
남자,여자,0,강동구,도봉구,공장 단순노무,리서치 조사원,종일,오후,0,0,0,0,0,0.0
남자,여자,0,종로구,강서구,전시회 도우미,전시회 도우미,종일,오후,1,0,1,0,0,40.0
남자,여자,0,성동구,강남구,볼링장 알바,볼링장 알바,종일,오전,1,0,1,0,0,40.0
남자,여자,0,강동구,강남구,방문판매,유튜브 편집,종일,종일,1,0,0,0,1,40.0
남자,여자,1,영등포구,은평구,프로그래밍 보조,공항 안내,오전,오전,0,0,0,0,1,30.0
남자,남자,0,성북구,종로구,갤러리 안내원,경비원,오후,종일,0,0,0,1,0,10.0
여자,남자,0,성북구,서대문구,SNS 관리,SNS 관리,종일,종일,0,0,1,0,1,40.0
여자,여자,1,용산구,마포구,주차 요원,노래방 알바,오전,오전,0,0,0,1,1,40.0
남자,남자,1,종로구,은평구,과외,제과점 알바,오전,오후,1,0,0,1,0,40.0
남자,남자,1,은평구,강남구,행사 도우미,웨딩샵 피팅 보조,종일,오후,1,0,0,1,0,40.0
남자,여자,1,영등포구,강서구,미스터리 쇼퍼,경비원,오전,오전,1,0,0,0,1,50.0
여자,남자,0,중랑구,성동구,논문 교정,논문 교정,오후,오전,1,0,1,0,0,40.0
남자,남자,1,관악구,양천구,고깃집,유튜브 편집,오후,오후,0,0,0,1,1,40.0
여자,남자,0,동작구,영등포구,번역 알바,번역 알바,오전,오전,0,0,1,0,1,40.0
남자,여자,0,마포구,강북구,볼링장 알바,볼링장 알바,종일,종일,0,0,1,0,1,40.0
여자,여자,0,동작구,구로구,리서치 조사원,아이스크림 가게,오전,종일,0,0,0,1,0,10.0
여자,남자,0,동대문구,중구,어린이집 보조교사,어린이집 보조교사,오전,오후,1,0,1,0,0,40.0
남자,남자,0,서대문구,서초구,발렛파킹,발렛파킹,오전,오후,1,0,1,1,0,50.0
남자,여자,0,중랑구,강북구,영상 편집 보조,이벤트 스태프,종일,오전,0,0,0,0,0,0.0
여자,여자,1,도봉구,광진구,상품 포장,횟집,오전,종일,0,0,0,1,0,20.0
여자,남자,0,송파구,강동구,과외,고깃집,오후,종일,1,0,0,0,0,20.0
여자,남자,1,금천구,성동구,면세점 스태프,통역 알바,종일,오후,0,0,0,0,0,10.0
남자,여자,1,성북구,동작구,IT 개발 보조,IT 개발 보조,종일,오전,1,0,1,0,0,50.0
여자,남자,0,마포구,금천구,학원 보조교사,게스트하우스 관리,오후,오후,1,0,0,0,1,40.0
남자,여자,1,노원구,영등포구,상품 포장,청소 알바,종일,종일,0,0,0,0,1,30.0
남자,여자,0,중랑구,강북구,약국 보조,약국 보조,오전,오전,1,0,1,0,1,60.0
여자,남자,0,광진구,중랑구,논문 교정,주차관리,오후,오후,0,0,0,0,1,20.0
여자,남자,1,동작구,관악구,주유소 직원,주유소 직원,오후,오전,1,0,1,0,0,50.0
남자,여자,1,도봉구,마포구,여행사 보조,서점 직원,오전,오후,0,0,0,0,0,10.0
여자,여자,0,영등포구,동대문구,웹디자인 보조,웹디자인 보조,오전,종일,1,0,1,1,0,50.0
여자,남자,1,은평구,강서구,주유소 직원,프로그래밍 보조,종일,오전,1,0,0,0,0,30.0
여자,남자,0,서대문구,노원구,사무보조,학교 급식 보조,오후,오전,0,0,0,0,0,0.0
남자,남자,0,성북구,강동구,원어민 회화 도우미,사진 촬영 보조,오전,종일,0,0,0,1,0,10.0
여자,여자,1,서대문구,서초구,샘플 배포,샘플 배포,오후,오후,1,0,1,1,1,80.0
남자,남자,0,종로구,강북구,수영장 안전요원,제과점 알바,오후,오후,0,0,0,1,1,30.0
여자,남자,1,강동구,구로구,놀이공원 스태프,물류센터,종일,오전,1,0,0,0,0,30.0
남자,남자,0,성동구,중랑구,학습지 교사,사무실 청소,종일,오후,1,0,0,1,0,30.0
남자,여자,0,동대문구,서초구,도서관 사서 보조,전단지 배포,종일,오후,0,0,0,0,0,0.0
남자,남자,1,동대문구,마포구,고깃집,영상 편집 보조,오전,오전,1,0,0,1,1,60.0
여자,여자,0,강서구,종로구,미용실 보조,노래방 알바,종일,오전,1,0,0,1,0,30.0
남자,여자,0,강서구,송파구,통역 알바,배달,오후,오후,1,0,0,0,1,40.0
남자,여자,0,동대문구,노원구,전단지 배포,전단지 배포,종일,오전,0,0,1,0,0,20.0
여자,남자,0,성북구,은평구,식품 포장,식품 포장,오전,오전,0,0,1,0,1,40.0
여자,여자,1,종로구,서초구,간병 도우미,웹디자인 보조,종일,종일,0,0,0,1,1,40.0
남자,여자,0,관악구,금천구,마사지샵 보조,인테리어 보조,종일,오후,1,0,0,0,0,20.0
남자,여자,0,중랑구,송파구,도서 정리,웹디자인 보조,오후,종일,1,0,0,0,0,20.0
남자,남자,0,성동구,양천구,유튜브 편집,이벤트 스태프,종일,오전,1,0,0,1,0,30.0
남자,남자,1,강서구,중구,고객 응대,고객 응대,종일,오후,0,0,1,1,0,40.0
여자,남자,0,강남구,강남구,전자부품 조립,발렛파킹,오전,오전,0,1,0,0,1,40.0
여자,여자,0,서초구,마포구,외국어 과외,논문 교정,종일,오전,1,0,0,1,0,30.0
남자,남자,1,강서구,영등포구,세차장 직원,세차장 직원,오전,종일,0,0,1,1,0,40.0
남자,여자,0,중랑구,금천구,콜센터,온라인 쇼핑몰 운영 보조,종일,오후,1,0,0,0,0,20.0
남자,여자,0,강동구,성북구,게스트하우스 관리,제과점 알바,오전,오전,1,0,0,0,1,40.0
여자,남자,1,성북구,중구,치킨집,치킨집,오후,오전,0,0,1,0,0,30.0
남자,여자,0,종로구,금천구,마사지샵 보조,마사지샵 보조,오후,종일,0,0,1,0,0,20.0
여자,여자,0,종로구,성북구,방문판매,전단지 배포,종일,오전,0,0,0,1,0,10.0
여자,남자,1,서대문구,강남구,키즈카페 스태프,키즈카페 스태프,종일,오후,1,0,1,0,0,50.0
여자,남자,0,노원구,강동구,청소 알바,학교 급식 보조,오전,오후,0,0,0,0,0,0.0
여자,여자,0,관악구,강서구,통역 알바,행사 도우미,오후,종일,0,0,0,1,0,10.0
남자,남자,0,도봉구,종로구,술집,네일샵 보조,오후,오후,1,0,0,1,1,50.0
남자,남자,1,강남구,중랑구,횟집,유튜브 편집,오후,종일,0,0,0,1,0,20.0
남자,남자,0,노원구,광진구,공장 단순노무,공장 단순노무,종일,오전,1,0,1,1,0,50.0
